LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	DamianG�owienka
Date	2023/06/09
Time	13:01:43,8161287307739257812
***End_of_Header***	
	
Channels	3			
Samples	1	1	1	
Date	2023/06/09	2023/06/09	2023/06/09
Time	13:01:43,8161287307739257812	13:01:43,8161287307739257812	13:01:43,8161287307739257812
X_Dimension	Time	Time	Time	
X0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	
Delta_X	1,000000	1,000000	1,000000	
***End_of_Header***				
X_Value	Voltage 1	Current 1	Power 1	Comment
0,000000	0,377375	0,002156	0,000814
0,417693	0,377375	0,002167	0,000818
1,417821	0,370375	0,002167	0,000803
2,417846	0,355563	0,002273	0,000808
3,418984	0,370437	0,002211	0,000819
4,418755	0,386813	0,002127	0,000823
5,417906	0,393500	0,002069	0,000814
6,418071	0,386688	0,002098	0,000811
7,417547	0,382750	0,002153	0,000824
8,417590	0,377312	0,002163	0,000816
9,418022	0,371812	0,002200	0,000818
10,417498	0,377375	0,002138	0,000807
11,419011	0,393250	0,002076	0,000816
12,417714	0,398625	0,002018	0,000804
13,417623	0,402250	0,002010	0,000809
14,417511	0,397062	0,002014	0,000800
15,418661	0,393375	0,002080	0,000818
16,417634	0,397188	0,002032	0,000807
17,418370	0,393313	0,002058	0,000809
18,417820	0,388188	0,002105	0,000817
19,417725	0,382750	0,002112	0,000809
20,417706	0,397313	0,002058	0,000818
21,417691	0,393500	0,002032	0,000800
22,417809	0,397188	0,002021	0,000803
23,417729	0,402500	0,001992	0,000802
24,417520	0,407813	0,001967	0,000802
25,417736	0,404000	0,001974	0,000798
26,417668	0,409187	0,001934	0,000791
27,417668	0,393375	0,002047	0,000805
28,418200	0,388188	0,002083	0,000809
29,418518	0,391875	0,002072	0,000812
30,417622	0,388250	0,002065	0,000802
31,417852	0,391937	0,002061	0,000808
32,417830	0,397125	0,002018	0,000801
33,417822	0,382750	0,002131	0,000816
34,417526	0,386562	0,002120	0,000819
35,417824	0,381125	0,002105	0,000802
36,417822	0,375875	0,002120	0,000797
37,418554	0,370188	0,002207	0,000817
0,000000	0,375625	0,002178	0,000818
0,969249	0,382563	0,002105	0,000805
1,969376	0,386437	0,002091	0,000808
2,969376	0,393250	0,002065	0,000812
3,969654	0,377188	0,002178	0,000822
4,969207	0,371875	0,002160	0,000803
5,969098	0,386562	0,002083	0,000805
6,969329	0,382688	0,002112	0,000808
7,969450	0,397125	0,002058	0,000817
8,970033	0,391813	0,002091	0,000819
9,969222	0,377312	0,002138	0,000807
10,969646	0,371937	0,002167	0,000806
11,969166	0,375688	0,002167	0,000814
12,970376	0,371688	0,002185	0,000812
13,969265	0,366187	0,002222	0,000814
14,969402	0,359125	0,002229	0,000800
15,970319	0,343813	0,002331	0,000801
16,969408	0,347875	0,002280	0,000793
17,969404	0,332437	0,002360	0,000785
18,969643	0,347813	0,002298	0,000799
19,969322	0,342250	0,002295	0,000785
20,969165	0,336438	0,002324	0,000782
21,969462	0,342125	0,002320	0,000794
22,969205	0,347687	0,002295	0,000798
23,969193	0,364375	0,002196	0,000800
24,969314	0,369875	0,002193	0,000811
25,970805	0,375188	0,002116	0,000794
26,969138	0,380563	0,002127	0,000809
27,970234	0,385937	0,002094	0,000808
28,970787	0,391188	0,002043	0,000799
29,969648	0,385937	0,002094	0,000808
30,970521	0,391188	0,002069	0,000809
31,969344	0,387375	0,002032	0,000787
32,969386	NaN	NaN	0,000000
0,000000	0,397750	0,001985	0,000790
0,969643	0,392562	0,002003	0,000786
1,969785	NaN	NaN	0,000000
0,000000	0,402875	0,001934	0,000779
0,980075	0,387375	0,002051	0,000794
1,978432	0,371125	0,002167	0,000804
2,978501	0,354750	0,002233	0,000792
3,978475	0,360187	0,002196	0,000791
4,978376	0,375063	0,002116	0,000794
5,979185	0,371188	0,002149	0,000798
6,978874	0,385750	0,002036	0,000785
7,978397	0,371063	0,002134	0,000792
8,978575	0,365500	0,002127	0,000777
9,978167	0,371063	0,002156	0,000800
10,978627	0,365812	0,002189	0,000801
11,979255	0,360125	0,002233	0,000804
12,978548	0,354812	0,002244	0,000796
13,979350	0,360125	0,002211	0,000796
14,978343	0,354750	0,002236	0,000793
15,978497	0,369625	0,002163	0,000800
16,978551	0,376625	0,002131	0,000802
17,978415	0,371000	0,002189	0,000812
18,978435	0,376500	0,002094	0,000788
19,978421	0,391000	0,002021	0,000790
20,978321	0,375063	0,002156	0,000809
21,979592	0,371063	0,002193	0,000814
22,978477	0,365500	0,002200	0,000804
23,978325	0,358563	0,002251	0,000807
24,979486	0,364000	0,002182	0,000794
25,979939	0,360125	0,002225	0,000801
26,979566	0,354750	0,002273	0,000806
27,978263	0,369437	0,002174	0,000803
28,979658	0,385813	0,002065	0,000797
29,979978	0,391062	0,002036	0,000796
30,978320	0,385813	0,002109	0,000814
31,978428	0,371125	0,002163	0,000803
32,978375	0,354875	0,002255	0,000800
33,978469	0,349187	0,002284	0,000797
34,978289	0,354687	0,002211	0,000784
35,978390	0,349125	0,002287	0,000799
36,978377	0,353187	0,002255	0,000796
37,978615	0,360125	0,002236	0,000805
38,978229	0,354750	0,002262	0,000802
39,979272	0,360187	0,002225	0,000802
40,978578	0,364250	0,002160	0,000787
41,978890	0,349313	0,002276	0,000795
42,978776	0,353375	0,002287	0,000808
43,978773	0,360438	0,002247	0,000810
44,978771	0,364500	0,002204	0,000803
45,978345	0,360500	0,002229	0,000804
46,978538	0,364563	0,002207	0,000805
47,978333	0,369937	0,002182	0,000807
48,979639	0,366125	0,002218	0,000812
49,978428	0,371688	0,002189	0,000814
50,978758	0,366125	0,002214	0,000811
51,987766	0,380937	0,002102	0,000801
52,978425	0,366250	0,002240	0,000820
53,981471	0,371625	0,002182	0,000811
54,987319	0,355125	0,002236	0,000794
55,993357	0,371750	0,002196	0,000816
56,985198	0,355250	0,002240	0,000796
57,991968	0,349438	0,002291	0,000801
58,993373	0,364687	0,002204	0,000804
59,983239	0,380688	0,002098	0,000799
60,992191	0,375437	0,002127	0,000799
61,986067	0,360625	0,002302	0,000830
62,978431	0,353500	0,002298	0,000812
63,991762	0,359000	0,002218	0,000796
64,989915	0,354875	0,002273	0,000807
65,978431	0,360438	0,002247	0,000810
66,983509	0,343750	0,002295	0,000789
67,988876	0,369812	0,002207	0,000816
68,985403	0,376875	0,002134	0,000804
69,991584	0,380625	0,002112	0,000804
70,980190	0,396562	0,002036	0,000807
71,981568	0,403062	0,001967	0,000793
72,986245	0,397813	0,001985	0,000790
73,989466	0,392688	0,002051	0,000805
74,992611	0,386000	0,002083	0,000804
75,978502	0,392688	0,002040	0,000801
76,978417	0,396500	0,002007	0,000796
77,979450	0,392688	0,002018	0,000792
78,978514	0,387437	0,002091	0,000810
79,978484	0,392937	0,002043	0,000803
80,978434	0,387500	0,002094	0,000812
81,979931	0,392813	0,002014	0,000791
82,978505	0,387562	0,002069	0,000802
83,978246	0,382250	0,002102	0,000803
84,978342	0,386125	0,002058	0,000795
85,978539	0,382188	0,002105	0,000805
86,978273	0,376875	0,002120	0,000799
87,978484	0,370000	0,002193	0,000811
88,978662	0,386250	0,002120	0,000819
89,978351	0,380937	0,002131	0,000812
90,978515	0,396813	0,002036	0,000808
91,978705	0,402000	0,001992	0,000801
92,978870	0,407187	0,001938	0,000789
93,978179	0,413625	0,001909	0,000789
94,979479	0,398375	0,001978	0,000788
95,979323	0,391500	0,002058	0,000806
96,979206	0,387875	0,002061	0,000800
97,978631	0,401813	0,001985	0,000798
98,979349	0,417312	0,001850	0,000772
99,978363	0,412250	0,001905	0,000785
100,979426	0,408438	0,001919	0,000784
101,978278	0,403313	0,001930	0,000779
102,978796	0,408375	0,001898	0,000775
103,978374	0,403250	0,001916	0,000773
104,978422	0,417000	0,001850	0,000772
105,979540	0,413438	0,001898	0,000785
106,979445	0,397875	0,001996	0,000794
107,978487	0,392688	0,002025	0,000795
108,980080	0,385813	0,002087	0,000805
109,978578	0,391250	0,002098	0,000821
110,979702	0,396437	0,002029	0,000804
111,978346	0,392562	0,002054	0,000806
112,978246	0,376500	0,002167	0,000816
113,978338	0,381875	0,002054	0,000784
114,978345	0,385625	0,002043	0,000788
115,978323	0,381875	0,002120	0,000809
116,979073	0,375000	0,002142	0,000803
117,979530	0,391000	0,002018	0,000789
118,979829	0,397562	0,001956	0,000778
119,978529	0,392313	0,002014	0,000790
120,979499	0,376500	0,002127	0,000801
121,978273	0,371000	0,002171	0,000805
122,978616	0,364000	0,002218	0,000807
123,978357	0,371063	0,002178	0,000808
124,980134	0,374937	0,002134	0,000800
125,979530	0,369563	0,002160	0,000798
126,978577	0,354687	0,002265	0,000804
127,978482	0,369563	0,002171	0,000802
128,978201	0,365687	0,002196	0,000803
129,978438	0,358500	0,002200	0,000789
130,978449	0,364063	0,002196	0,000800
131,978986	0,358563	0,002225	0,000798
132,978377	0,385750	0,002065	0,000797
133,978977	0,360187	0,002225	0,000802
134,979633	0,365687	0,002185	0,000799
135,978376	0,358625	0,002185	0,000784
136,978537	0,353250	0,002244	0,000793
137,978311	0,358687	0,002200	0,000789
138,978239	0,375063	0,002138	0,000802
139,978318	0,380563	0,002102	0,000800
140,978601	0,385813	0,002080	0,000802
141,978896	0,382125	0,002094	0,000800
142,979822	0,376563	0,002142	0,000806
143,978354	0,369688	0,002171	0,000802
144,978238	0,375063	0,002109	0,000791
145,978160	0,369563	0,002138	0,000790
146,979375	0,365625	0,002200	0,000804
147,978572	0,349125	0,002280	0,000796
148,979429	0,353000	0,002247	0,000793
149,978571	0,369312	0,002142	0,000791
150,978199	0,365625	0,002171	0,000794
151,978488	0,358563	0,002229	0,000799
152,978483	0,374875	0,002112	0,000792
153,978650	0,360000	0,002218	0,000799
154,978705	0,354687	0,002233	0,000792
155,979450	0,369375	0,002156	0,000796
156,978240	0,374812	0,002120	0,000795
157,979556	0,381875	0,002076	0,000793
158,978849	0,396188	0,002021	0,000801
159,979286	0,392437	0,002014	0,000790
160,979625	0,387188	0,002051	0,000794
161,978510	0,380375	0,002087	0,000794
162,978577	0,376563	0,002102	0,000791
163,978326	0,360250	0,002225	0,000802
164,978331	0,374937	0,002102	0,000788
165,978390	0,371063	0,002167	0,000804
166,978397	0,375125	0,002098	0,000787
167,978574	0,371250	0,002153	0,000799
168,979661	0,354750	0,002276	0,000808
169,978374	0,360375	0,002204	0,000794
170,978179	0,354812	0,002247	0,000797
171,979734	0,369688	0,002163	0,000800
172,979551	0,365938	0,002182	0,000798
173,979625	0,380688	0,002105	0,000801
174,980061	0,387437	0,002061	0,000799
175,978273	0,380563	0,002120	0,000807
176,978577	0,387562	0,002069	0,000802
177,978465	0,391375	0,002054	0,000804
178,978566	0,396500	0,002025	0,000803
179,979150	0,391375	0,002051	0,000803
180,978374	NaN	NaN	0,000000
0,000000	0,391375	0,002029	0,000794
0,976298	0,387562	0,002047	0,000793
1,976800	0,392813	0,002010	0,000790
2,976478	0,396688	0,002025	0,000803
3,977057	0,412062	0,001898	0,000782
4,976800	0,387688	0,002051	0,000795
5,976522	0,401750	0,001996	0,000802
6,977823	0,408562	0,001927	0,000787
7,976525	0,412125	0,001883	0,000776
8,977466	0,387750	0,002072	0,000804
9,978027	0,371625	0,002156	0,000801
10,976380	0,375500	0,002109	0,000792
11,976194	0,358938	0,002255	0,000809
12,977515	0,353625	0,002244	0,000793
13,976204	0,360563	0,002240	0,000808
14,976366	0,366125	0,002156	0,000789
15,976488	0,391437	0,002036	0,000797
0,000000	0,558562	-1,821096E-5	-1,017196E-5
0,600550	0,556500	3,277972E-5	1,824191E-5
1,601097	0,551250	0,000160	8,834134E-5
2,600150	0,542438	0,000273	0,000148
3,600982	0,543500	0,000248	0,000135
4,600183	0,545063	0,000222	0,000121
5,600318	0,544000	0,000251	0,000137
6,600334	0,542438	0,000291	0,000158
7,600347	0,540188	0,000339	0,000183
8,600532	0,538813	0,000339	0,000183
9,600031	0,527813	0,000546	0,000288
10,600128	0,514188	0,000732	0,000376
11,600183	0,510938	0,000750	0,000383
12,600207	0,494000	0,000965	0,000477
13,601089	0,489250	0,001045	0,000511
14,601571	0,477625	0,001176	0,000562
15,600220	0,457813	0,001439	0,000659
16,600444	0,444937	0,001533	0,000682
17,601665	0,449562	0,001548	0,000696
18,600914	0,452562	0,001468	0,000664
19,600057	0,430688	0,001705	0,000734
20,599952	0,406313	0,001872	0,000761
21,600189	0,409875	0,001876	0,000769
22,600092	0,406250	0,001887	0,000766
23,600178	0,401125	0,001949	0,000782
24,600066	0,396188	0,001963	0,000778
25,600040	0,390937	0,002018	0,000789
26,600202	0,364312	0,002214	0,000807
27,600673	0,369625	0,002171	0,000802
28,600557	0,373437	0,002127	0,000794
29,600142	0,369688	0,002178	0,000805
30,601276	0,364187	0,002204	0,000802
31,599991	0,368125	0,002149	0,000791
32,600782	0,373563	0,002134	0,000797
33,601168	0,369750	0,002156	0,000797
34,600592	0,385937	0,002054	0,000793
35,600522	0,389813	0,002054	0,000801
36,600144	0,396375	0,002018	0,000800
37,601629	0,400062	0,002003	0,000801
38,601133	0,386000	0,002051	0,000792
39,600578	0,389875	0,002014	0,000785
40,600074	0,375250	0,002138	0,000802
41,599953	0,379125	0,002102	0,000797
42,599921	0,384500	0,002036	0,000783
43,601081	0,370000	0,002174	0,000805
44,601341	0,364375	0,002185	0,000796
45,600797	0,368312	0,002163	0,000797
46,600336	0,373812	0,002145	0,000802
47,600398	0,370000	0,002145	0,000794
48,600064	0,375437	0,002134	0,000801
49,600202	0,390000	0,002043	0,000797
50,601219	0,375437	0,002142	0,000804
51,600422	0,379375	0,002112	0,000801
52,600121	0,353500	0,002276	0,000805
53,600083	0,357500	0,002251	0,000805
54,601527	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	0,369937	0,002178	0,000806
0,972991	0,364250	0,002196	0,000800
1,972894	0,378937	0,002098	0,000795
2,972863	0,373500	0,002109	0,000788
3,974444	0,380500	0,002098	0,000798
4,973527	0,385813	0,002040	0,000787
5,972852	0,379125	0,002080	0,000788
6,973074	0,364187	0,002171	0,000791
7,972953	0,358687	0,002207	0,000792
8,974313	0,353250	0,002244	0,000793
9,972698	0,368000	0,002171	0,000799
10,972765	0,364187	0,002156	0,000785
11,972619	0,369563	0,002167	0,000801
12,972689	0,374875	0,002131	0,000799
13,972597	0,378937	0,002080	0,000788
14,972757	NaN	NaN	0,000000
0,000000	0,380563	0,002054	0,000782
0,977958	0,375063	0,002098	0,000787
1,976504	0,369750	0,002134	0,000789
2,976130	0,364125	0,002207	0,000804
3,976299	0,358750	0,002229	0,000800
4,976226	0,364312	0,002222	0,000809
5,976335	0,357375	0,002171	0,000776
6,976403	0,342187	0,002302	0,000788
7,977708	0,346313	0,002280	0,000790
8,976146	0,351812	0,002236	0,000787
9,976231	0,368375	0,002134	0,000786
10,976398	0,373812	0,002153	0,000805
11,977645	0,368437	0,002131	0,000785
12,976203	0,373812	0,002123	0,000794
13,977408	0,379188	0,002116	0,000802
14,976314	0,364375	0,002204	0,000803
15,976453	0,369812	0,002138	0,000791
16,977090	0,362875	0,002200	0,000798
17,976444	0,359000	0,002218	0,000796
18,977245	0,373750	0,002123	0,000794
19,976611	0,368375	0,002182	0,000804
20,976401	0,375250	0,002112	0,000793
21,977214	0,357375	0,002214	0,000791
22,976574	0,362875	0,002218	0,000805
23,976333	0,347938	0,002291	0,000797
24,976218	0,353438	0,002269	0,000802
25,976340	0,357312	0,002240	0,000800
26,976224	0,362938	0,002178	0,000790
27,976549	0,357312	0,002200	0,000786
28,976508	0,362750	0,002153	0,000781
29,976406	0,358750	0,002185	0,000784
30,977539	0,362750	0,002193	0,000795
31,977270	0,368188	0,002156	0,000794
32,977914	0,362875	0,002204	0,000800
33,977436	0,379125	0,002105	0,000798
34,976222	0,379125	0,002105	0,000798
35,977012	0,380563	0,002112	0,000804
36,976757	0,384500	0,002047	0,000787
37,976251	0,389625	0,002014	0,000785
38,976106	0,405062	0,001916	0,000776
39,976121	0,405062	0,001916	0,000776
40,976161	0,405062	0,001916	0,000776
41,976794	0,390875	0,002025	0,000792
42,977820	0,384313	0,002065	0,000794
43,977552	0,384313	0,002065	0,000794
44,976402	0,375000	0,002109	0,000791
45,976521	0,380500	0,002051	0,000780
46,976132	0,384188	0,002029	0,000779
47,976529	0,389562	0,001989	0,000775
48,977012	0,385562	0,002021	0,000779
49,977256	0,399813	0,001970	0,000788
50,976281	NaN	NaN	0,000000
0,000000	0,390875	0,002003	0,000783
0,974242	0,385500	0,002043	0,000788
1,973383	0,380250	0,002061	0,000784
2,973350	0,374812	0,002105	0,000789
3,973206	0,380188	0,002047	0,000778
4,974827	0,384062	0,002043	0,000785
5,973065	NaN	NaN	0,000000
0,000000	0,374937	0,002080	0,000780
0,968935	0,369437	0,002153	0,000795
1,968785	0,375000	0,002098	0,000787
2,968958	0,380312	0,002065	0,000785
3,969304	0,394437	0,002007	0,000792
4,968758	NaN	NaN	0,000000
0,000000	0,404813	0,001927	0,000780
0,917044	0,390813	0,001981	0,000774
1,915427	0,385625	0,002061	0,000795
2,915541	0,369437	0,002160	0,000798
3,915100	0,384000	0,002065	0,000793
4,915129	0,369500	0,002156	0,000797
5,915300	0,374937	0,002094	0,000785
6,915202	0,358625	0,002218	0,000795
7,916720	0,353250	0,002222	0,000785
8,915392	0,368000	0,002149	0,000791
9,915483	0,373375	0,002112	0,000789
10,915833	0,378937	0,002076	0,000787
11,915179	0,364125	0,002218	0,000808
12,916329	0,358563	0,002171	0,000778
13,915341	0,373437	0,002134	0,000797
14,916709	0,358500	0,002182	0,000782
15,915180	0,358500	0,002182	0,000782
16,915180	0,357000	0,002204	0,000787
17,915283	0,362250	0,002182	0,000790
18,915181	0,367937	0,002182	0,000803
19,915354	0,374875	0,002120	0,000795
20,915340	NaN	NaN	0,000000
0,000000	0,364000	0,002149	0,000782
0,973595	0,369437	0,002138	0,000790
1,972914	0,364000	0,002156	0,000785
2,973108	0,378563	0,002105	0,000797
3,974271	0,374812	0,002087	0,000782
4,973234	0,378750	0,002112	0,000800
5,973053	NaN	NaN	0,000000
0,000000	0,369312	0,002127	0,000786
0,974186	0,363875	0,002160	0,000786
1,974051	0,358500	0,002185	0,000783
2,975055	0,373125	0,002112	0,000788
3,974146	0,373125	0,002112	0,000788
4,974195	0,373125	0,002112	0,000788
5,974198	0,369250	0,002142	0,000791
6,975635	0,374500	0,002076	0,000777
7,974524	0,388875	0,002007	0,000780
8,974776	NaN	NaN	0,000000
0,000000	0,379812	0,002040	0,000775
0,976529	0,374375	0,002098	0,000785
1,976787	0,379750	0,002072	0,000787
2,976003	0,378250	0,002094	0,000792
3,976177	0,374375	0,002091	0,000783
4,975984	0,367563	0,002098	0,000771
5,975739	NaN	NaN	0,000000
0,000000	0,352625	0,002178	0,000768
0,974719	0,363563	0,002145	0,000780
1,975764	NaN	NaN	0,000000
0,000000	0,369063	0,002109	0,000778
0,968674	NaN	NaN	0,000000
0,000000	0,358250	0,002178	0,000780
0,971513	0,356687	0,002185	0,000779
1,971516	0,341687	0,002262	0,000773
2,971808	0,367625	0,002127	0,000782
3,973100	0,362125	0,002153	0,000779
4,973031	0,347313	0,002269	0,000788
5,971203	0,340250	0,002265	0,000771
6,973020	0,345938	0,002265	0,000784
7,971874	0,341875	0,002295	0,000784
8,971591	0,357063	0,002207	0,000788
9,971575	0,362563	0,002204	0,000799
10,971579	0,357125	0,002214	0,000791
11,971578	0,373437	0,002131	0,000796
12,971575	0,369625	0,002156	0,000797
13,972577	0,362625	0,002185	0,000792
14,971579	0,378937	0,002083	0,000789
15,972582	0,375063	0,002094	0,000785
16,971583	0,389750	0,002043	0,000796
17,971574	0,385813	0,002051	0,000791
18,971574	0,391125	0,002058	0,000805
19,972582	0,386000	0,002051	0,000792
20,971577	0,380688	0,002076	0,000790
21,971574	0,395125	0,001967	0,000777
22,971574	0,380812	0,002116	0,000806
23,972581	0,384688	0,002054	0,000790
24,971575	0,390062	0,002021	0,000788
25,971481	0,396625	0,002000	0,000793
26,971489	0,401813	0,001959	0,000787
27,972164	0,396813	0,001996	0,000792
28,971665	0,381000	0,002134	0,000813
29,973012	0,385062	0,002091	0,000805
30,972313	0,379750	0,002127	0,000808
31,973103	0,386562	0,002069	0,000800
32,971580	0,390500	0,002047	0,000799
33,971388	0,397000	0,001989	0,000789
34,971789	0,391937	0,002061	0,000808
35,971832	0,395500	0,002021	0,000799
36,971251	0,400687	0,002000	0,000801
37,971180	0,386562	0,002047	0,000791
38,972120	0,381188	0,002131	0,000812
39,972801	0,364750	0,002153	0,000785
40,971522	0,390250	0,002051	0,000800
41,971420	0,375750	0,002163	0,000813
42,971392	0,379500	0,002102	0,000798
43,971299	0,364812	0,002200	0,000803
44,971203	0,379500	0,002145	0,000814
45,971439	0,374188	0,002153	0,000805
46,971278	0,379625	0,002102	0,000798
47,971258	0,384937	0,002094	0,000806
48,972158	0,370000	0,002167	0,000802
49,972157	0,375625	0,002134	0,000802
50,971742	0,368563	0,002189	0,000807
51,971298	0,375688	0,002127	0,000799
52,971200	0,390188	0,002021	0,000789
53,973058	0,375688	0,002134	0,000802
54,971489	NaN	NaN	0,000000
0,000000	0,368625	0,002167	0,000799
0,978707	0,379500	0,002083	0,000791
1,979266	0,386375	0,002069	0,000799
2,978920	0,391625	0,002029	0,000794
3,980209	0,395313	0,001989	0,000786
4,978970	0,380937	0,002061	0,000785
5,979530	0,386250	0,002080	0,000803
6,979333	0,380750	0,002102	0,000800
7,978965	0,364625	0,002156	0,000786
8,978909	0,380875	0,002127	0,000810
9,979883	0,386250	0,002054	0,000793
10,979532	0,386250	0,002054	0,000793
11,980039	0,384688	0,002051	0,000789
12,979994	0,380750	0,002102	0,000800
13,978944	0,386000	0,002065	0,000797
14,978971	0,380875	0,002058	0,000784
15,979622	0,384562	0,002080	0,000800
16,980108	0,389813	0,002000	0,000779
17,978915	0,395062	0,002010	0,000794
18,978922	0,389813	0,002032	0,000792
19,978870	0,375125	0,002123	0,000797
20,979957	0,380563	0,002076	0,000790
21,979632	0,384313	0,002054	0,000789
22,979976	0,378812	0,002083	0,000789
23,979008	0,364125	0,002182	0,000794
24,978874	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	0,367875	0,002138	0,000787
0,972383	0,374937	0,002105	0,000789
1,972374	NaN	NaN	0,000000
0,000000	0,369500	0,002120	0,000783
0,969674	0,368125	0,002138	0,000787
1,970899	0,362687	0,002200	0,000798
2,969293	0,378875	0,002094	0,000793
3,970721	0,385688	0,002072	0,000799
4,969323	0,378937	0,002072	0,000785
5,969326	0,364250	0,002163	0,000788
6,969114	0,378937	0,002072	0,000785
7,969213	0,364250	0,002189	0,000797
8,970672	0,368125	0,002134	0,000786
9,969249	0,373625	0,002131	0,000796
10,970846	0,358687	0,002193	0,000786
11,969111	NaN	NaN	0,000000
0,000000	0,362625	0,002182	0,000791
0,969972	0,362563	0,002178	0,000790
1,970908	0,368000	0,002160	0,000795
2,970592	0,364250	0,002193	0,000799
3,970088	0,369625	0,002149	0,000794
4,970010	0,362812	0,002200	0,000798
5,970042	0,378812	0,002098	0,000795
6,970054	0,394875	0,002007	0,000792
7,970173	0,391125	0,002032	0,000795
8,970421	0,385813	0,002043	0,000788
9,970425	0,379125	0,002091	0,000793
10,971116	0,384375	0,002087	0,000802
11,970329	0,389500	0,002018	0,000786
12,970164	0,385937	0,002040	0,000787
13,969987	0,379000	0,002087	0,000791
14,969897	0,384313	0,002051	0,000788
15,970360	0,391125	0,002040	0,000798
16,970212	0,375250	0,002116	0,000794
17,970637	0,380563	0,002091	0,000796
18,970619	0,364312	0,002171	0,000791
19,971466	0,379000	0,002072	0,000785
20,970345	0,379000	0,002072	0,000785
21,969968	0,369625	0,002142	0,000792
22,970133	0,373625	0,002123	0,000793
23,970757	0,380500	0,002105	0,000801
24,970024	0,375125	0,002142	0,000803
25,970217	NaN	NaN	0,000000
0,000000	0,358750	0,002204	0,000791
0,966985	0,369625	0,002116	0,000782
1,966828	0,384188	0,002069	0,000795
2,967031	0,391062	0,002036	0,000796
3,967442	0,396250	0,001963	0,000778
4,966790	0,410187	0,001850	0,000759
5,966796	0,396375	0,001959	0,000777
6,967943	0,378937	0,002094	0,000794
7,966990	0,364250	0,002167	0,000789
8,966986	0,358750	0,002196	0,000788
9,967735	0,353312	0,002229	0,000788
10,966879	0,369812	0,002134	0,000789
11,967200	0,373625	0,002127	0,000795
12,966933	NaN	NaN	0,000000
0,000000	0,389688	0,002032	0,000792
0,970467	0,389625	0,002040	0,000795
1,969574	0,394750	0,001952	0,000771
2,969703	0,389625	0,002010	0,000783
3,969756	0,384188	0,002051	0,000788
4,969358	0,369625	0,002156	0,000797
5,970933	0,364187	0,002174	0,000792
6,969512	0,358438	0,002214	0,000794
7,969317	0,358438	0,002214	0,000794
8,970091	0,356938	0,002229	0,000796
9,969997	0,364063	0,002182	0,000794
10,970464	0,369500	0,002142	0,000791
11,969361	NaN	NaN	0,000000
0,000000	0,378563	0,002036	0,000771
0,977162	0,373188	0,002134	0,000797
1,977585	0,380000	0,002061	0,000783
2,976490	0,363750	0,002156	0,000784
3,977067	0,358438	0,002193	0,000786
4,977742	0,351375	0,002196	0,000772
5,977748	0,345500	0,002244	0,000775
6,977740	0,341687	0,002269	0,000775
7,976377	0,356625	0,002189	0,000781
8,976450	0,362063	0,002149	0,000778
9,976561	0,347187	0,002200	0,000764
10,976660	0,352687	0,002262	0,000798
11,977663	0,352687	0,002262	0,000798
12,976676	0,351313	0,002255	0,000792
13,976222	0,367500	0,002131	0,000783
14,978030	0,363625	0,002142	0,000779
15,976535	0,378375	0,002116	0,000801
16,976539	0,383562	0,002032	0,000780
17,977803	0,378312	0,002087	0,000790
18,976546	0,385000	0,002018	0,000777
19,976842	0,388937	0,002014	0,000783
20,976462	0,404313	0,001876	0,000758
21,976313	0,389188	0,002007	0,000781
22,977674	0,385125	0,002025	0,000780
23,977128	0,378312	0,002065	0,000781
24,976399	NaN	NaN	0,000000
0,000000	0,378312	0,002047	0,000774
0,973805	0,373063	0,002105	0,000785
1,973811	0,369250	0,002160	0,000798
2,974393	0,362187	0,002178	0,000789
3,973391	0,358250	0,002185	0,000783
4,973391	0,352875	0,002207	0,000779
5,973323	0,336000	0,002309	0,000776
6,973765	0,340125	0,002302	0,000783
7,973242	0,336062	0,002276	0,000765
8,974248	0,341750	0,002295	0,000784
9,974241	0,345625	0,002244	0,000775
10,973797	0,351375	0,002193	0,000770
12,624517	0,345687	0,002280	0,000788
12,977513	0,351313	0,002258	0,000793
13,973605	0,367875	0,002142	0,000788
14,974232	0,362250	0,002160	0,000782
15,974030	0,356812	0,002207	0,000788
16,973477	0,351313	0,002222	0,000781
17,973418	0,347250	0,002240	0,000778
18,973375	0,352687	0,002204	0,000777
19,974369	0,356687	0,002193	0,000782
20,974367	0,362250	0,002178	0,000789
21,974365	0,378437	0,002094	0,000793
22,974367	0,374750	0,002072	0,000777
23,973370	0,380312	0,002072	0,000788
24,973369	0,394562	0,001970	0,000777
25,973366	0,389250	0,002032	0,000791
26,973363	0,384125	0,002047	0,000786
27,974138	0,369437	0,002138	0,000790
28,973465	0,353063	0,002214	0,000782
29,973430	0,367812	0,002196	0,000808
30,974738	0,382937	0,002018	0,000773
31,973433	0,369312	0,002160	0,000798
32,973441	0,373437	0,002102	0,000785
33,973493	0,373437	0,002102	0,000785
