LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	DamianG�owienka
Date	2023/06/14
Time	19:08:41,5578289031982421875
***End_of_Header***	
	
Channels	3			
Samples	1	1	1	
Date	2023/06/14
Time	19:08:41,5578289031982421875
X_Dimension	Time	Time	Time	
X0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	
Delta_X	1,000000	1,000000	1,000000	
***End_of_Header***				
X_Value	Voltage 1	Current 1	Power 1	Comment
0,000000	-0,000750	9,833916E-5	-7,375437E-8
0,673172	0,423438	2,913753E-5	1,233792E-5
1,674487	0,423375	3,277972E-5	1,387811E-5
2,675014	0,423438	4,006410E-5	1,696464E-5
3,674636	NaN	NaN	0,000000
0,000000	0,423250	-1,821096E-5	-7,707789E-6
0,117321	0,423312	1,456876E-5	6,167138E-6
1,073430	0,423187	3,642191E-6	1,541330E-6
2,073000	0,423250	7,284382E-6	3,083115E-6
3,073400	0,423187	1,092657E-5	4,623988E-6
4,073169	0,423125	5,099067E-5	2,157543E-5
5,074494	0,423125	5,099067E-5	2,157543E-5
6,073306	0,423125	1,821096E-5	7,705512E-6
7,073215	0,423125	1,821096E-5	7,705512E-6
8,074828	0,423000	2,549534E-5	1,078453E-5
9,073320	0,423125	2,185315E-5	9,246614E-6
10,073266	NaN	NaN	0,000000
0,000000	NaN	NaN	0,000000
0,000000	0,423000	-1,092657E-5	-4,621939E-6
0,975327	0,423125	-1,821096E-5	-7,705512E-6
1,974968	0,423063	-7,284382E-6	-3,081749E-6
2,974704	0,423125	2,185315E-5	9,246614E-6
3,974624	0,423063	3,642191E-6	1,540874E-6
4,976027	0,423000	0,000000	0,000000
5,974299	0,423063	3,642191E-5	1,540874E-5
6,975945	0,423063	3,277972E-5	1,386787E-5
7,974679	0,422938	-3,642191E-6	-1,540419E-6
8,975645	0,423000	-4,370630E-5	-1,848776E-5
